month,weekday,hour,energy
4,3,21,257.8715627362468
4,3,22,209.60624101590557
4,3,23,136.68373184405203
4,4,0,125.69336618774204
4,4,1,117.7390783843444
4,4,2,124.27534013712346
4,4,3,133.3639731897576
4,4,4,135.46449374492576
4,4,5,203.25045993994442
4,4,6,320.1878835083352
4,4,7,389.0180442905025
4,4,8,419.6824806259535
4,4,9,408.85793634046763
4,4,10,235.35775741632114
4,4,11,390.39769738449775
4,4,12,480.2298562934764
4,4,13,256.4765765709209
4,4,14,222.08054344918963
4,4,15,215.2332509829513
4,4,16,235.19339693579562
4,4,17,325.5631802659526
4,4,18,285.7996134416119
4,4,19,290.3022385725922
4,4,20,340.0107407325625
4,4,21,314.94164533601577
4,4,22,210.48735340734885
4,4,23,135.18542072448048
4,5,0,154.18544877488162
4,5,1,141.12745604422958
4,5,2,154.4070972230975
4,5,3,129.89013198745286
4,5,4,147.42689339377952
4,5,5,140.7807233461767
4,5,6,160.23870639913008
4,5,7,280.6898300733784
4,5,8,1272.0519610780834
4,5,9,1017.3713717616422
4,5,10,921.5023775557489
4,5,11,291.45939584975616
4,5,12,601.3344280148302
4,5,13,644.2268280813205
4,5,14,314.2663061503588
4,5,15,486.40210473084807
4,5,16,252.88527551436678
4,5,17,606.7295432892739
4,5,18,556.4791299603362
4,5,19,411.7107436002322
4,5,20,296.6856209081805
4,5,21,272.5105187958189
4,5,22,206.19580127605988
4,5,23,162.1652301134919
4,6,0,139.3142847859885
4,6,1,158.72196101903648
4,6,2,131.62561513755702
4,6,3,142.92137690850728
4,6,4,144.88605374335756
4,6,5,133.38203620978084
4,6,6,177.09675924459907
4,6,7,330.7499828427225
4,6,8,559.9100686863947
4,6,9,435.49690403728766
4,6,10,502.8535467305245
4,6,11,322.36414312781756
4,6,12,906.8403550828062
4,6,13,343.4224765878332
4,6,14,288.8643990046986
4,6,15,880.9153244706241
4,6,16,488.0215333432237
4,6,17,548.6192371113607
4,6,18,518.5403108399464
4,6,19,298.2623498568828
4,6,20,259.8412586555231
4,6,21,207.59692846209424
4,6,22,151.24219258494577
4,6,23,123.61185587712846
5,0,0,132.3676273364803
5,0,1,127.95301791560757
5,0,2,133.22273172203816
5,0,3,117.75220783328108
5,0,4,152.2372146780269
5,0,5,235.7973353247363
5,0,6,380.67022105438605
5,0,7,716.8835476222293
5,0,8,731.2472867181241
5,0,9,537.5494980750996
5,0,10,500.3075438639023
5,0,11,583.6448511001704
5,0,12,538.5854993194341
5,0,13,570.6544819282021
5,0,14,579.4112567198124
5,0,15,292.8427769523646
5,0,16,316.2078982007919
5,0,17,379.3878105715319
5,0,18,438.62220849139925
5,0,19,402.4163080365855
5,0,20,252.13694945348993
5,0,21,239.11567410752625
5,0,22,178.40592519351392
5,0,23,142.21499388891525
5,1,0,159.763894818177
5,1,1,139.20863781916879
5,1,2,155.08121493396376
5,1,3,128.87415099288006
5,1,4,174.48426344383705
5,1,5,287.641022722512
5,1,6,458.12704450930613
5,1,7,403.8090738152582
5,1,8,466.83732861614607
5,1,9,452.9203936721165
5,1,10,534.7633259375417
5,1,11,469.1486138207623
5,1,12,486.2466758120736
5,1,13,529.3068129641955
5,1,14,386.5942503995953
5,1,15,406.1145272735173
5,1,16,470.5958102788494
5,1,17,678.5333928248625
5,1,18,428.0987970016712
5,1,19,328.18934339168237
5,1,20,293.0295103247804
5,1,21,300.90968583908875
5,1,22,195.7169712815057
5,1,23,134.13443054114646
5,2,0,182.00963438831923
5,2,1,127.12428259943742
5,2,2,173.34796405573798
5,2,3,144.35065803487885
5,2,4,170.74145320640355
5,2,5,311.0848887722497
5,2,6,431.80653825343904
5,2,7,503.6170282942395
5,2,8,383.26241003237715
5,2,9,342.32824380705836
5,2,10,426.83610576660834
5,2,11,539.2820471077086
5,2,12,382.63190717556154
5,2,13,383.9513844407113
5,2,14,449.33755948815605
5,2,15,334.20575033136834
5,2,16,317.2345901766953
5,2,17,371.1861929529523
5,2,18,453.67255662315665
5,2,19,332.9045450102043
5,2,20,257.73373912168097
5,2,21,222.4732968249691
5,2,22,162.41198552544773
5,2,23,163.60938454318585
5,3,0,124.08644777012528
5,3,1,136.4858979733684
5,3,2,127.40204570854314
5,3,3,131.95986895606237
5,3,4,135.09499537242982
5,3,5,185.79919613789616
5,3,6,242.31352836454596
5,3,7,442.5331752329246
5,3,8,479.6232761639302
5,3,9,547.2136437093416
5,3,10,480.7952891160659
5,3,11,409.92191297108616
5,3,12,519.200064747148
5,3,13,817.4202828853458
5,3,14,503.4802577368083
5,3,15,409.01135718661834
5,3,16,341.42760146573283
5,3,17,524.1868768510258
5,3,18,737.9116788753233
5,3,19,339.5607089280438
5,3,20,350.5765048202646
5,3,21,335.778593456202
5,3,22,289.8549058809516
5,3,23,217.64520437966132
5,4,0,143.20456850558045
5,4,1,140.49384082401832
5,4,2,126.59498471249273
5,4,3,136.5344532892434
5,4,4,136.37475658866643
5,4,5,205.7429823561498
5,4,6,434.3280214986768
5,4,7,414.487128745467
5,4,8,417.3747102891491
5,4,9,392.4717187213574
5,4,10,532.4001407978453
5,4,11,457.44273823570416
5,4,12,393.5383833485603
5,4,13,504.2142303381522
5,4,14,487.6040559095775
5,4,15,357.01952435505234
5,4,16,458.60502664632844
5,4,17,470.0634306930041
5,4,18,334.0851689937805
5,4,19,320.1902196823005
5,4,20,304.50072963584626
5,4,21,286.0180257621121
5,4,22,243.00750857361885
5,4,23,172.8416324857882
5,5,0,166.85960709499523
5,5,1,122.531034977905
5,5,2,122.52909555288407
5,5,3,118.49218911453228
5,5,4,132.18579882365634
5,5,5,125.738406935677
5,5,6,201.32640792728427
5,5,7,773.4624941153519
5,5,8,2301.303470097956
5,5,9,1385.422987345509
5,5,10,991.461822322874
5,5,11,905.744781485447
5,5,12,338.3642848193957
5,5,13,453.2127745023947
5,5,14,639.9589757748126
5,5,15,421.1918985003132
5,5,16,810.4696578762903
5,5,17,409.5356731227283
5,5,18,417.3106522745786
5,5,19,243.66896630424634
5,5,20,279.41783703891286
5,5,21,234.0069584227261
5,5,22,245.17975003087727
5,5,23,186.94167228642036
5,6,0,145.4863966021764
5,6,1,135.92125680439779
5,6,2,137.4879537340953
5,6,3,116.2172200883201
5,6,4,129.2083669703865
5,6,5,115.33173324381599
5,6,6,153.89784421743798
5,6,7,721.9267396138339
